https,csp,hsts,x_frame_options,x_content_type_options,secure_cookie,httponly_cookie,samesite_cookie,num_forms,password_fields,url_length,query_parameters,external_scripts,inline_scripts,http_status,sql_error_indicator,reflected_payload_indicator,server_error_indicator,mixed_content_count,exposed_paths,blind_sqli_indicator,dom_xss_indicator,csrf_missing_token,unsafe_upload_indicator,weak_session_indicator,weak_csp_indicator,open_redirect_indicator,command_input_surface,file_path_input_surface,stored_input_surface,file_upload_surface,login_surface,api_surface,label
0,1,0,1,1,1,1,1,2,0,102,1,6,8,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRITICAL
1,0,0,1,1,1,1,1,1,0,105,1,17,7,200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,MEDIUM
1,1,1,1,1,1,1,1,3,2,129,3,5,4,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,SAFE
1,1,0,1,0,1,1,1,2,0,80,1,3,7,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MEDIUM
1,1,1,1,1,1,1,1,4,0,140,2,1,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
1,1,1,1,1,1,1,1,0,0,148,4,4,5,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
0,0,0,1,1,0,1,1,3,0,88,2,8,5,301,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,CRITICAL
1,1,1,1,1,1,1,1,2,0,119,4,5,4,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
1,1,0,1,1,1,1,1,4,0,40,0,11,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LOW
1,1,1,1,1,1,1,0,0,0,123,3,28,8,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LOW
1,1,1,1,0,1,1,1,3,2,117,2,8,3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,LOW
1,1,1,1,1,1,1,0,2,0,84,3,5,0,200,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,CRITICAL
1,1,1,1,1,1,1,1,0,0,52,1,11,1,200,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,CRITICAL
1,1,1,1,1,1,1,0,4,1,94,1,21,2,302,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,LOW
0,1,0,1,0,0,0,1,3,0,108,2,24,3,200,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,HIGH
1,0,1,1,1,1,0,0,1,1,66,2,12,9,200,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,MEDIUM
1,1,1,1,1,1,1,0,3,0,50,3,3,10,200,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,HIGH
0,0,0,1,1,0,1,1,2,0,107,4,17,5,200,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,CRITICAL
1,1,1,1,1,1,1,0,0,0,122,2,24,5,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LOW
1,1,1,1,1,1,1,1,0,0,107,4,10,4,301,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CRITICAL
1,0,0,1,1,1,1,1,0,0,40,2,24,8,200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,MEDIUM
1,1,1,1,1,1,1,1,1,0,45,1,16,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,SAFE
1,1,1,1,1,1,1,1,2,0,104,2,0,3,200,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,SAFE
0,1,0,1,1,0,1,0,0,0,74,0,26,7,301,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,HIGH
1,1,1,1,1,0,1,1,4,0,130,0,10,2,500,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,HIGH
1,1,1,1,0,1,1,1,4,0,54,0,9,8,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,LOW
0,1,0,1,1,0,1,1,4,0,109,1,12,2,200,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CRITICAL
1,1,1,1,1,1,1,1,2,2,38,1,4,1,200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,LOW
1,1,1,1,1,1,1,1,4,0,85,1,4,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SAFE
1,1,1,1,1,1,1,1,1,0,72,2,24,3,500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,HIGH
0,1,0,1,1,0,1,0,4,0,123,3,3,2,302,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,CRITICAL
1,1,1,1,1,1,0,0,0,0,39,0,20,4,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,MEDIUM
0,1,0,1,1,1,0,1,3,0,79,1,17,0,301,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CRITICAL
1,1,1,1,1,1,1,0,2,0,150,1,0,2,200,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,LOW
1,1,1,1,1,1,1,0,4,0,73,4,21,1,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LOW
0,1,0,1,1,0,1,1,3,2,43,1,11,0,200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,CRITICAL
1,0,1,1,0,0,1,1,3,0,41,2,2,1,302,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,MEDIUM
1,1,1,1,1,1,1,1,4,1,79,0,3,1,301,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,LOW
0,1,0,1,1,1,1,1,2,0,26,4,18,9,200,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,CRITICAL
1,1,1,0,0,1,1,1,3,1,50,3,5,5,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MEDIUM
1,1,0,1,1,1,1,1,2,0,114,4,4,4,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,LOW
1,1,1,1,1,1,1,1,0,0,124,0,18,7,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SAFE
1,1,1,0,0,0,1,0,2,0,132,4,14,10,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,MEDIUM
0,0,0,1,1,1,1,1,2,0,62,1,15,4,200,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,HIGH
1,0,0,1,1,1,1,1,3,0,96,4,25,0,301,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,MEDIUM
1,1,0,1,0,1,1,1,3,1,98,2,24,4,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,MEDIUM
1,1,1,1,1,1,1,1,2,0,132,1,15,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,SAFE
1,1,1,1,1,1,1,1,3,0,25,0,26,5,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SAFE
1,1,1,1,1,1,1,1,1,0,107,1,7,3,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SAFE
1,1,1,1,1,1,1,1,1,0,138,1,27,6,301,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,LOW
0,1,0,1,1,0,0,1,2,0,139,1,4,1,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,HIGH
1,1,1,1,1,0,1,1,3,2,49,3,18,8,200,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,HIGH
1,1,1,1,1,1,1,1,2,1,27,1,28,6,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,SAFE
1,1,1,1,1,1,1,1,1,0,37,1,0,1,302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIGH
0,1,0,1,0,0,1,1,4,0,133,2,10,1,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,HIGH
1,1,1,1,0,1,1,1,4,0,44,3,19,7,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,LOW
0,1,0,1,0,0,1,0,3,0,19,3,27,0,301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HIGH
1,1,1,1,1,1,1,1,0,0,43,0,27,2,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
1,1,1,1,1,1,1,1,3,2,26,3,27,5,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,SAFE
1,1,1,1,0,1,1,1,4,0,96,3,21,5,301,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,LOW
1,1,1,1,1,1,1,1,0,0,33,3,11,8,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
0,1,0,1,1,0,1,1,1,0,58,0,21,2,200,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,HIGH
1,1,1,1,1,1,1,1,0,0,114,3,12,3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
0,1,0,1,1,0,1,1,1,0,69,3,26,8,200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CRITICAL
0,1,0,1,0,1,1,1,3,0,138,2,18,1,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,HIGH
1,1,1,1,1,1,1,1,1,0,78,4,11,5,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
1,1,1,1,1,1,1,1,3,0,79,3,14,4,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,CRITICAL
1,1,1,1,1,1,1,1,1,0,69,4,23,5,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRITICAL
1,0,0,1,1,1,0,0,1,0,47,4,8,8,200,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,MEDIUM
1,1,1,1,1,1,1,1,3,0,135,0,27,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SAFE
1,1,1,1,1,0,1,1,2,1,75,1,1,10,200,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,MEDIUM
1,1,1,1,1,1,1,1,1,0,122,2,5,5,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,HIGH
0,1,0,1,1,0,0,1,3,1,74,2,5,8,301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,HIGH
1,1,1,1,1,1,1,0,4,0,65,1,3,9,200,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,CRITICAL
1,0,1,1,1,1,1,0,0,0,53,2,17,7,302,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,MEDIUM
1,1,1,1,1,1,1,0,1,0,110,4,7,10,301,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,LOW
1,1,0,1,1,1,1,1,2,1,131,2,16,0,301,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,HIGH
0,1,0,1,1,0,0,1,2,0,62,4,27,2,302,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,CRITICAL
1,1,1,0,1,1,1,1,1,0,92,4,23,6,301,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CRITICAL
1,1,1,1,1,1,1,0,0,0,150,0,16,9,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LOW
1,1,1,1,1,1,1,1,3,0,53,2,3,8,301,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CRITICAL
1,0,1,1,1,1,1,1,3,0,149,2,5,10,200,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,HIGH
1,0,0,0,0,1,1,1,1,0,134,3,28,0,200,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,MEDIUM
1,1,1,1,1,1,0,1,1,1,41,2,24,6,200,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,MEDIUM
1,1,1,1,1,1,1,1,4,0,137,2,21,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SAFE
1,1,1,1,1,0,1,1,1,0,47,3,23,5,200,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,MEDIUM
0,1,0,1,1,0,1,1,1,0,57,3,1,1,302,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,CRITICAL
1,1,1,1,0,1,1,1,3,0,94,4,4,7,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CRITICAL
1,1,1,1,1,1,0,1,2,0,19,1,10,5,200,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,HIGH
1,0,1,0,1,1,1,1,0,0,79,0,7,6,200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,MEDIUM
1,1,1,0,1,1,1,1,2,0,28,1,28,2,301,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CRITICAL
1,1,1,1,1,1,1,1,4,0,150,1,27,2,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
0,1,0,1,1,1,1,1,2,0,47,3,16,10,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CRITICAL
1,1,0,1,1,1,1,1,0,0,89,4,26,1,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,LOW
1,1,1,0,1,1,1,1,2,0,63,1,17,1,200,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,HIGH
1,1,1,1,0,1,1,0,4,0,68,0,18,3,200,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HIGH
1,1,1,1,1,1,1,1,1,0,142,2,26,2,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
1,1,1,1,1,1,1,1,3,0,99,2,13,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
1,0,1,1,1,1,0,1,0,0,140,1,11,3,200,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,HIGH
1,0,1,1,1,1,1,1,4,0,22,0,25,2,200,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,HIGH
1,1,1,1,1,1,1,1,4,0,78,0,24,6,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HIGH
1,1,1,1,1,1,1,1,1,1,27,1,21,7,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CRITICAL
1,0,1,1,0,1,1,0,3,0,137,0,25,9,200,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,MEDIUM
1,1,1,1,1,1,1,1,1,0,141,3,25,1,301,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,CRITICAL
1,1,1,1,1,1,1,0,2,0,39,0,21,5,302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LOW
1,1,1,1,1,1,1,1,2,0,28,3,24,2,302,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,HIGH
1,1,1,1,1,1,1,1,4,1,127,2,21,5,301,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,HIGH
1,1,1,1,0,1,1,1,1,0,132,3,11,8,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,LOW
1,1,1,1,1,1,1,1,3,0,96,0,18,3,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAFE
1,0,1,1,0,0,0,1,3,0,93,0,8,0,302,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,MEDIUM
1,1,1,1,1,1,1,1,3,2,76,1,8,3,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,SAFE
1,1,1,1,1,1,1,1,1,1,75,3,9,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,SAFE
1,0,0,1,1,1,1,1,2,2,148,3,5,8,301,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,MEDIUM
1,1,1,0,1,0,0,1,4,0,24,0,25,10,200,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,MEDIUM
0,1,0,0,1,0,1,1,4,0,97,4,19,7,301,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,CRITICAL
1,1,1,1,1,1,1,1,1,1,97,3,12,0,200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,LOW
1,0,1,1,1,1,1,1,1,0,62,0,19,2,200,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,MEDIUM
1,1,1,1,0,1,1,1,4,0,52,3,10,6,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LOW
1,1,0,1,1,1,1,1,0,0,149,4,27,8,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LOW
1,1,1,1,0,0,0,1,3,0,102,1,23,8,200,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,MEDIUM
